OBJECTID,feature_id,site_no,site_name,da_sqkm,lat_reachCent,lon_reachCent
5292,22474681,05463500,"Black Hawk Creek at Hudson, IA",303.0000000,42.4077644,-92.4632416
5293,22471721,05463000,"Beaver Creek at New Hartford, IA",347.0000000,42.5719986,-92.6182785
5294,22472163,05463050,"Cedar River at Cedar Falls, IA",4734.0000000,42.5375671,-92.4434967
5295,17539261,05451700,"Timber Creek near Marshalltown, IA",118.0000000,42.0088768,-92.8524246
5296,6559411,05460400,"Shell Rock River near Rockford, IA",1251.0000000,43.0053902,-92.9255829
5297,17539323,05451500,"Iowa River at Marshalltown, IA",1532.0000000,42.0658226,-92.9076996
5298,6572160,05451210,"South Fork Iowa River NE of New Providence, IA",224.0000000,42.3150826,-93.1520538
5299,6978934,05470000,"South Skunk River near Ames, IA",315.0000000,42.0665131,-93.6201324
5300,6979014,05470500,"Squaw Creek at Ames, IA",204.0000000,42.0230408,-93.6304932
5301,6979048,05471000,"South Skunk River below Squaw Creek near Ames, IA",556.0000000,42.0066528,-93.5954971
5302,6570940,05449500,"Iowa River near Rowan, IA",429.0000000,42.7599449,-93.6218491
5303,6595152,05481300,"Des Moines River near Stratford, IA",5452.0000000,42.2519188,-93.9968948
5304,6603910,05481000,"Boone River near Webster City, IA",844.0000000,42.4324760,-93.8057785
5305,6603048,05480820,"Boone River near Goldfield, IA",418.0000000,42.7244148,-93.9466934
5306,6588281,05476750,"Des Moines River at Humboldt, IA",2256.0000000,42.7194176,-94.2205200
5307,6591838,05479000,"East Fork Des Moines River at Dakota City, IA",1308.0000000,42.7235832,-94.1934891
5308,6594454,05480500,"Des Moines River at Fort Dodge, IA",4190.0000000,42.5083046,-94.2035751
5309,6610484,05482500,"North Raccoon River near Jefferson, IA",1619.0000000,41.9880409,-94.3769150
5310,6608106,05482300,"North Raccoon River near Sac City, IA",700.0000000,42.3547516,-94.9903336
5311,14623352,06605850,"Little Sioux River at Linn Grove, IA",1548.0000000,42.8958092,-95.2433319
5312,14624658,06606600,"Little Sioux River at Correctionville, IA",2500.0000000,42.4822769,-95.7928925
5313,17227027,06607200,"Maple River at Mapleton, IA",669.0000000,42.1569328,-95.8100052
5314,940230078,06600100,"Floyd River at Alton, IA",268.0000000,42.9819298,-96.0011292
5315,17235026,06602020,"West Fork Ditch at Hornick, IA",403.0000000,42.2269363,-96.0780716
5316,14626230,06602400,"Monona-Harrison Ditch near Turin, IA",900.0000000,41.9644318,-95.9919586
5317,17254208,06799445,"Logan Creek at Wakefield, Nebr.",0.0000000,42.2769432,-96.8619843
5318,17243674,06599900,"Perry Creek near Millnerville, IA",14.8000002,42.6933250,-96.3703079
5319,17244488,06601200,"Missouri River at Decatur, NE",316200.0000000,42.0072098,-96.2416916
5320,17244390,06486000,"Missouri River at Sioux City, IA",314600.0000000,42.4858284,-96.4139175
5321,17244186,06600900,"South Omaha Creek at Walthill, Nebr.",51.2000008,42.1480560,-96.4833298
5322,17244016,06601000,"Omaha Creek at Homer, Nebr.",174.0000000,42.3216667,-96.4877777
5323,17240094,06600500,"Floyd River at James, IA",886.0000000,42.5766602,-96.3114166
5324,16016298,06479010,"VERMILLION RIVER NR VERMILLION,SD",2253.0000000,42.8172188,-96.9242096
5325,7226820,06485500,"BIG SIOUX R AT AKRON,IA",7879.0000000,42.8375206,-96.5619202
5326,17261127,06799315,"Elkhorn River at Pilger, Nebr.",0.0000000,41.9952774,-97.0580521
5327,17287753,06799000,"Elkhorn River at Norfolk, Nebr.",2790.0000000,42.0037766,-97.4260254
5328,17274026,06799100,"North Fork Elkhorn River near Pierce, Nebr.",701.0000000,42.1484985,-97.4785309
5329,12669690,06478513,JAMES RIVER NR YANKTON SD,20947.0000000,42.9958305,-97.3697815
5330,11761348,06466500,"Bazile Creek near Niobrara, Nebr.",440.0000000,42.7322235,-97.9225006
5331,11760272,06466400,"Bazile Creek at Center, Nebr.",0.0000000,42.6163902,-97.8780594
5332,17285475,06797500,"Elkhorn River at Ewing, Nebr.",1400.0000000,42.2684441,-98.3393631
5333,11673186,06453600,"Ponca Creek at Verdel, Nebr.",812.0000000,42.8111115,-98.1758347
5334,11645823,06465500,"Niobrara River near Verdel, Nebr.",11580.0000000,42.7397232,-98.2227783
5335,11645915,06465700,"Verdigre Creek near Verdigre, Nebr.",0.0000000,42.6544456,-98.0433350
5336,16035106,06463720,"Niobrara River at Mariaville, Nebr.",9810.0000000,42.7805557,-99.3397217
5337,16039510,06463500,"Long Pine Creek near Riverview, Nebr.",458.0000000,42.6894455,-99.6788864
5338,16031404,06461500,"Niobrara River near Sparks, Nebr.",7150.0000000,42.9022217,-100.3622208
5339,17508398,06674500,NORTH PLATTE RIVER AT WYOMING-NEBRASKA STATE LINE,22218.0000000,41.9885750,-104.0532837
5340,17506822,06657000,"NORTH PLATTE RIVER BELOW WHALEN DIVERSION DAM, WY",16237.0000000,42.2410240,-104.6279602
5341,17483383,06670500,"LARAMIE RIVER NEAR FORT LARAMIE, WY",4564.0000000,42.2005234,-104.5382919
5342,22091925,06652000,"NORTH PLATTE RIVER AT ORIN, WY",15025.0000000,42.6524963,-105.1591415
5343,22095115,06652800,"NORTH PLATTE RIVER BELOW GLENDO RESERVOIR, WY",15548.0000000,42.4569130,-104.9477463
5344,22108899,06647500,"BOX ELDER CREEK AT BOXELDER, WY",63.0000000,42.6119385,-105.8596725
5345,15963456,06634620,"L MEDICINE BOW R AT BOLES SPRING, NR MEDICINE BOW",969.0000000,41.9610748,-106.2091827
5346,22105603,06646000,"DEER CREEK IN CANYON, NEAR GLENROCK, WY",139.0000000,42.7116318,-106.0291748
5347,15966993,06635000,"MEDICINE BOW R AB SEMINOE RESERVOIR, NR HANNA, WY",2338.0000000,42.0096855,-106.5130844
5348,15954494,06639000,"SWEETWATER RIVER NEAR ALCOVA, WY",2338.0000000,42.4899597,-107.1339417
5349,15950892,06638090,"SWEETWATER RIVER NEAR SWEETWATER STATION, WY",849.0000000,42.5038490,-108.2506485
5350,12902364,06228000,"WIND RIVER AT RIVERTON, WY",2309.0000000,43.0105133,-108.3767700
5351,12890553,06235500,"LITTLE WIND RIVER NEAR RIVERTON, WY",1904.0000000,42.9975014,-108.3754196
5352,12882798,06233000,"LITTLE POPO AGIE RIVER NEAR LANDER, WY",125.0000000,42.7166252,-108.6434479
5353,12889559,06228350,"SF L WIND RIV AB WASHAKIE RES, NR FT WASHAKIE, WY",90.3000031,42.9682884,-109.0376282
5354,18302986,09213500,"BIG SANDY RIVER NEAR FARSON, WY",322.0000000,42.3168945,-109.4856873
5355,18351849,09205000,"NEW FORK RIVER NEAR BIG PINEY, WY",1230.0000000,42.5671654,-109.9301529
5356,18355089,09209400,"GREEN RIVER NEAR LA BARGE, WY",3910.0000000,42.1927223,-110.1632156
5357,18312556,09211200,"GREEN RIVER BELOW FONTENELLE RESERVOIR, WY",4280.0000000,42.0209732,-110.0498047
5358,18354249,09210500,"FONTENELLE C NR HERSCHLER RANCH, NR FONTENELLE, WY",152.0000000,42.0958061,-110.4160843
5359,3192546,09223000,"HAMS FORK BELOW POLE CREEK, NEAR FRONTIER, WY",128.0000000,42.1108894,-110.7094193
5360,7900637,10038000,"BEAR RIVER BLW SMITHS FORK, NR COKEVILLE, WY",2447.0000000,42.1266022,-110.9732437
5361,7899797,10032000,"SMITHS FORK NEAR BORDER, WY",165.0000000,42.2932663,-110.8724060
5362,23134267,13025500,"CROW CREEK NEAR FAIRVIEW, WY",115.0000000,42.6749306,-111.0077057
5363,7898927,10039500,"BEAR RIVER AT BORDER, WY",2480.0000000,42.2110443,-111.0538025
5364,4472049,10068500,"BEAR RIVER AT PESCADERO, ID",3705.0000000,42.4015923,-111.3568726
5365,24479245,13063000,BLACKFOOT RIVER AB RESERVOIR NR HENRY ID,333.0000000,42.8152771,-111.5066681
5366,4560060,10092700,BEAR RIVER AT IDAHO-UTAH STATE LINE,4884.0000000,42.0129814,-111.9213409
5367,23156080,13073000,PORTNEUF RIVER AT TOPAZ ID,576.0000000,42.6247215,-112.0880585
5368,23155834,13075910,PORTNEUF RIVER NR TYHEE ID,1305.0000000,42.9447212,-112.5444412
5369,23155842,13075500,PORTNEUF RIVER AT POCATELLO ID,1256.0000000,42.8716660,-112.4680557
5370,23155932,13075000,MARSH CREEK NR MCCAMMON ID,353.0000000,42.6300011,-112.2255554
5371,23163005,13077000,SNAKE RIVER AT NEELEY ID,13600.0000000,42.7675018,-112.8794479
5372,23162805,13081500,SNAKE R NR MINIDOKA ID (AT HOWELLS FERRY),15700.0000000,42.6727791,-113.5002747
5373,23174319,13078000,RAFT RIVER AB ONEMILE CREEK NR MALTA ID,409.0000000,42.0636101,-113.4513855
5374,23184823,13082500,GOOSE CREEK AB TRAPPER CREEK NR OAKLEY ID,631.0000000,42.1261101,-113.9355545
5375,23184753,13083000,TRAPPER CREEK NR OAKLEY ID,52.0000000,42.1658325,-113.9836121
5376,24491294,13087995,SNAKE RIVER GAGING STATION AT MILNER ID,0.0000000,42.5280571,-114.0183334
5377,24491446,13089500,DEVILS WASHBOWL SPRING NR KIMBERLY 10S 18E 04AAD1S,0.2200000,42.5897217,-114.3469467
5378,24491000,13094000,SNAKE RIVER NR BUHL ID,22990.0000000,42.6658325,-114.7122192
5379,24491020,13092747,ROCK CREEK AB HWY 30/93 XING AT TWIN FALLS ID,259.0000000,42.5625000,-114.4947205
5380,24491198,13090500,SNAKE RIVER NR TWIN FALLS ID,22360.0000000,42.6061096,-114.4763870
5381,24491716,13095500,BOX CANYON SPRINGS NR WENDELL ID,0.0000000,42.7075005,-114.8102798
5382,24494446,13095175,BRIGGS SPRING AT HEAD NEAR BUHL ID,0.0000000,42.6738892,-114.8091660
5383,23195742,13108150,SALMON FALLS CREEK NR HAGERMAN ID,2180.0000000,42.6963882,-114.8552780
5384,23199724,13105000,SALMON FALLS CREEK NR SAN JACINTO NV,1401.0000000,41.9447212,-114.6886139
5385,23252011,13152500,MALAD RIVER NR GOODING ID,2990.0000000,42.8863907,-114.8030548
5386,23275628,13154500,SNAKE RIVER AT KING HILL ID,35800.0000000,43.0022240,-115.2024994
5387,23283941,13168500,BRUNEAU RIVER NR HOT SPRING ID,2686.0000000,42.7711105,-115.7202759
5388,11849049,10352500,"MCDERMITT CK NR MCDERMITT, NV",225.0000000,41.9665565,-117.8318100
5389,23349779,13181000,OWYHEE RIVER NR ROME OR,8000.0000000,42.8663902,-117.6491699
5390,24013585,10396000,DONNER UND BLITZEN RIVER NR FRENCHGLEN OR,200.0000000,42.7908325,-118.8675003
5391,24081559,11493500,"WILLIAMSON RIVER NEAR KLAMATH AGENCY, OR",1290.0000000,42.7401352,-121.8344650
5392,24082481,11502500,"WILLIAMSON RIVER BLW SPRAGUE RIVER NR CHILOQUIN,OR",3000.0000000,42.5648575,-121.8794556
5393,24084310,11501000,"SPRAGUE RIVER NEAR CHILOQUIN, OR",1565.0000000,42.5845795,-121.8497391
5394,24091974,11503000,"ANNIE SPRING NEAR CRATER LAKE, OR",0.0000000,42.8715172,-122.1689148
5395,2553629,11507500,"LINK RIVER AT KLAMATH FALLS, OR",3810.0000000,42.2234764,-121.7941742
5396,2553639,11509500,"KLAMATH RIVER AT KENO, OR",3920.0000000,42.1331978,-121.9622345
5397,358949,11510700,"KLAMATH RIVER BLW JOHN C.BOYLE PWRPLNT, NR KENO,OR",4080.0000000,42.0845871,-122.0733490
5398,23923512,14332000,"SOUTH FORK ROGUE RIVER NEAR PROSPECT, OR",83.8000031,42.7081833,-122.3928070
5399,23923628,14330000,"ROGUE RIVER BELOW PROSPECT, OR",379.0000000,42.7295723,-122.5161438
5400,23923664,14328000,"ROGUE RIVER ABOVE PROSPECT, OREG.",312.0000000,42.7748489,-122.4997559
5401,23901535,14308500,"ELK CREEK NR DREW, OR",54.4000015,42.8901215,-122.9178314
5402,23923226,14339000,"ROGUE RIVER AT DODGE BRIDGE, NEAR EAGLE POINT, OR",1215.0000000,42.5248489,-122.8428192
5403,23923278,14337600,"ROGUE RIVER NEAR MCLEOD, OR",938.0000000,42.6554031,-122.7150421
5404,23923284,14337500,"BIG BUTTE CREEK NEAR MCLEOD, OR",245.0000000,42.6512375,-122.6914291
5405,23923878,14338000,"ELK CREEK NEAR TRAIL, OR",129.0000000,42.6787376,-122.7419891
5406,947100124,14357500,"BEAR CREEK AT MEDFORD, OR",289.0000000,42.3240166,-122.8667068
5407,23930872,14354200,"BEAR CREEK BLW ASHLAND CREEK AT ASHLAND, OR",168.0000000,42.2159653,-122.7222519
5408,23930882,14353000,"WEST FORK ASHLAND CREEK NEAR ASHLAND, OR",10.5000000,42.1487427,-122.7166977
5409,23931320,14353500,"EAST FORK ASHLAND CREEK NEAR ASHLAND, OR",8.1400003,42.1526337,-122.7094727
5410,23901297,14309000,"COW CREEK NEAR AZALEA, OR",78.0000000,42.8248444,-123.1789474
5411,23901309,14308990,"COW CREEK ABV GALESVILLE RES, NR AZALEA, OR.",64.6999969,42.8231773,-123.1258926
5412,23901573,14308000,"SOUTH UMPQUA RIVER AT TILLER, OR",449.0000000,42.9303970,-122.9483871
5413,23930752,14359000,"ROGUE RIVER AT RAYGOLD NEAR CENTRAL POINT, OR",2053.0000000,42.4373474,-122.9872665
5414,23935947,14366000,"APPLEGATE RIVER NEAR APPLEGATE, OR",483.0000000,42.2415123,-123.1400452
5415,23935979,14362250,"STAR GULCH NEAR RUCH, OR",16.0000000,42.1540146,-123.0753250
5416,23936033,14362000,"APPLEGATE RIVER NEAR COPPER, OR",225.0000000,42.0637360,-123.1114349
5417,23901097,14310000,"COW CREEK NEAR RIDDLE, OR",456.0000000,42.9234505,-123.4289551
5418,23930602,14361500,"ROGUE RIVER AT GRANTS PASS, OR",2459.0000000,42.4303970,-123.3178329
5419,23935811,14369500,"APPLEGATE RIVER NEAR WILDERVILLE, OR",698.0000000,42.3540039,-123.4067307
5420,23945295,14375100,"SUCKER CREEK BLW LITTLE GRAYBACK CK, NR HOLLAND,OR",83.9000015,42.1595612,-123.4789505
5421,23901147,14309500,"WEST FORK COW CREEK NEAR GLENDALE, OR",86.9000015,42.8040047,-123.6109085
5422,23945111,14377100,"ILLINOIS RIVER NEAR KERBY, OR",380.0000000,42.2317810,-123.6636810
5423,23914567,14325000,"SOUTH FORK COQUILLE RIVER AT POWERS, OR",169.0000000,42.8914986,-124.0706482
5424,23940255,14372300,"ROGUE RIVER NEAR AGNESS, OR",3939.0000000,42.5784416,-124.0581436
5425,23949601,14400000,"CHETCO RIVER NEAR BROOKINGS, OR",271.0000000,42.1234436,-124.1873093
5426,24526814,14321000,"UMPQUA RIVER NEAR ELKTON, OR",3683.0000000,43.5859489,-123.5553741
5427,24526862,14320934,"LITTLE WOLF CREEK NEAR TYEE, OR",9.0500002,43.4312248,-123.5867538
5428,23763161,14166500,"LONG TOM RIVER NEAR NOTI, OR",89.3000031,44.0498466,-123.4262085
5429,23893934,14319500,"NORTH UMPQUA RIVER AT WINCHESTER, OR",1344.0000000,43.2720604,-123.4123001
5430,23900935,14312000,"SOUTH UMPQUA RIVER NEAR BROCKWAY, OR",1670.0000000,43.1331711,-123.3984070
5431,23751830,14150000,"MIDDLE FORK WILLAMETTE RIVER NEAR DEXTER, OR",1001.0000000,43.9456825,-122.8372955
5432,23751778,14152000,"MIDDLE FORK WILLAMETTE RIVER AT JASPER, OR",1340.0000000,43.9981804,-122.9059143
5433,23759228,14157500,"COAST FORK WILLAMETTE RIVER NEAR GOSHEN, OR",642.0000000,43.9804039,-122.9664688
5434,23759308,14153500,"COAST FORK WILLAMETTE R BLW COTTAGE GROVE DAM, OR",104.0000000,43.7206764,-123.0497971
5435,23759440,14155500,"ROW RIVER NEAR COTTAGE GROVE, OR",270.0000000,43.7929001,-122.9914627
5436,23759452,14154500,"ROW RIVER ABOVE PITCHER CREEK, NEAR DORENA, OR",211.0000000,43.7359581,-122.8734055
5437,23774369,14164700,"CEDAR CREEK AT SPRINGFIELD, OR",0.0000000,44.0593491,-122.9196625
5438,23894004,14318000,"LITTLE RIVER AT PEEL, OR",177.0000000,43.2526169,-123.0261688
5439,23751880,14148000,"MF WILLAMETTE RIVER BLW N FORK, NR OAKRIDGE, OR.",924.0000000,43.8012352,-122.5608902
5440,23752608,14150800,"WINBERRY CREEK NEAR LOWELL,OR",43.9000015,43.9142914,-122.6886749
5441,23752598,14151000,"FALL CREEK BLW WINBERRY CREEK, NEAR FALL CREEK, OR",186.0000000,43.9442940,-122.7747955
5442,23894288,14316500,"N UMPQUA RIVER ABV COPELAND CK NR TOKETEE FALLS,OR",475.0000000,43.2959557,-122.5367126
5443,23894292,14316455,"N.UMPQUA R BLW SODA SPGS RESV, NR TOKETEE FALLS,OR",435.1000061,43.3037338,-122.4989319
5444,23894558,14316495,"BOULDER CREEK NEAR TOKETEE FALLS, OR",30.3999996,43.3034554,-122.5303268
5445,23894572,14316700,"STEAMBOAT CREEK NEAR GLIDE, OR",227.0000000,43.3498421,-122.7289429
5446,23751940,14145500,"MF WILLAMETTE RIVER ABV SALT CRK, NEAR OAKRIDGE,OR",392.0000000,43.7209549,-122.4378281
5447,23773035,14159200,SO FK MCKENZIE RIVER ABV COUGAR LAKE NR RAINBOW OR,160.0000000,44.0470657,-122.2178268
5448,23894310,14315950,"FISH CREEK ABV SLIPPER CREEK NR TOKETEE FALLS, OR",61.5999985,43.2112350,-122.4275436
5449,23894348,14315700,"N.UMPQUA R BLW SLIDE CK DAM NR TOKETEE FALLS, OR",336.7699890,43.2764168,-122.4499741
5450,23894350,14315500,"NORTH UMPQUA RIVER AT TOKETEE FALLS, OR",334.7999878,43.2637329,-122.4217072
5451,23894364,14314700,"CLEARWATER R BLW MOWICH CREEK, NR TOKETEE FALLS,OR",59.2500000,43.2509575,-122.3383713
5452,23894366,14314500,"CLEARWATER RIVER ABV TRAP CK NR TOKETEE FALLS, OR",41.5999985,43.2442894,-122.2872620
5453,23894446,14313700,"N.UMPQUA R BLW WARM SPRINGS CK NR TOKETEE FALLS,OR",199.0000000,43.3548470,-122.2519836
5454,23894452,14313500,"N UMPQUA RIVER BLW LEMOLO LK, NR TOKETEE FALLS, OR",170.0000000,43.3220673,-122.1955872
5455,23894478,14312500,"LAKE CREEK NEAR DIAMOND LAKE, OR",54.9000015,43.1866684,-122.1663895
5456,23413305,13215000,MALHEUR RIVER BEL WARMSPRINGS RES NR RIVERSIDE OR,1100.0000000,43.5744438,-118.2097244
5457,23412937,13217500,NORTH FORK MALHEUR RIVER AT BEULAH OR,440.0000000,43.9075012,-118.1533356
5458,24540979,13183000,"OWYHEE RIVER BELOW OWYHEE DAM, OR",11160.0000000,43.6544456,-117.2558365
5459,24143926,13233300,MALHEUR RIVER BELOW NEVADA DAM NEAR VALE OR,3880.0000000,43.9874992,-117.2188873
5460,23398297,13213000,BOISE RIVER NR PARMA ID,3906.0000000,43.7816658,-116.9727783
5461,23409945,13213100,SNAKE RIVER AT NYSSA OR,58700.0000000,43.8761101,-116.9824982
5462,24166140,13251000,PAYETTE RIVER NR PAYETTE ID,3240.0000000,44.0422211,-116.9252777
5463,24166276,13250000,PAYETTE RIVER NR LETHA ID,2760.0000000,43.8961105,-116.6277771
5464,23398831,13206000,BOISE RIVER AT GLENWOOD BRIDGE NR BOISE ID,2773.0000000,43.6605568,-116.2791672
5465,23399353,13206305,BOISE RIVER SOUTH CHANNEL AT EAGLE ID,4.0000000,43.6752777,-116.3536148
5466,24166358,13249500,PAYETTE RIVER NR EMMETT ID,2730.0000000,43.9305573,-116.4427795
5467,23382303,13200000,MORES CREEK AB ROBIE CREEK NR ARROWROCK DAM ID,397.0000000,43.6480560,-115.9897232
5468,23399813,13204640,COTTONWOOD CREEK BEL FIVEMILE CR NR BOISE ID,6.1199999,43.6286125,-116.1108322
5469,24166566,13247500,PAYETTE RIVER NR HORSESHOE BEND ID,2220.0000000,43.9433327,-116.1966629
5470,23275840,13159800,CANYON CR AT OREGON TRAIL XING NR MOUNTAIN HOME ID,70.5000000,43.2611122,-115.7024994
5471,23382201,13185000,BOISE RIVER NR TWIN SPRINGS ID,832.0000000,43.6680565,-115.7252808
5472,23386379,13190500,SF BOISE RIVER AT ANDERSON RANCH DAM ID,978.0000000,43.3436127,-115.4775009
5473,23386623,13186000,SF BOISE RIVER NR FEATHERVILLE ID,641.0000000,43.4958344,-115.3080521
5474,23250977,13142500,BIG WOOD RIVER BL MAGIC DAM NR RICHFIELD ID,1611.0000000,43.2480545,-114.3566666
5475,23251331,13137500,TRAIL CREEK AT KETCHUM ID,64.3000031,43.6777763,-114.3611145
5476,23251487,13135500,BIG WOOD RIVER NR KETCHUM ID,137.0000000,43.7862968,-114.4250565
5477,23251661,13137000,WARM SPRINGS CREEK NEAR KETCHUM ID,94.3000031,43.6897240,-114.3847198
5478,23262592,13141500,CAMAS CREEK NR BLAINE ID,626.0000000,43.3327789,-114.5419464
5479,23238648,13120000,NF BIG LOST RIVER AT WILD HORSE NR CHILLY ID,115.0000000,43.9327774,-114.1138916
5480,23251079,13140800,BIG WOOD RIVER AT STANTON CROSSING NR BELLEVUE ID,748.0000000,43.3291664,-114.3191681
5481,23251191,13139510,BIG WOOD RIVER AT HAILEY ID TOTAL FLOW,614.0000000,43.5172234,-114.3216629
5482,23267066,13147900,LITTLE WOOD RIVER AB HIGH FIVE CREEK NR CAREY ID,248.0000000,43.4930573,-114.0572205
5483,23267348,13150430,SILVER CREEK AT SPORTSMAN ACCESS NR PICABO ID,70.0000000,43.3233604,-114.1083527
5484,23238592,13120500,BIG LOST RIVER AT HOWELL RANCH NR CHILLY ID,440.0000000,43.9983330,-114.0211105
5485,23266994,13148500,LITTLE WOOD RIVER NR CAREY ID,310.0000000,43.3899994,-113.9997253
5486,23233007,13119000,"LITTLE LOST RIVER NR HOWE, ID",697.0000000,43.8869438,-113.0877762
5487,23238296,13132500,BIG LOST RIVER NR ARCO ID,1410.0000000,43.5819435,-113.2708359
5488,23238444,13127000,BIG LOST RIVER BL MACKAY RES NR MACKAY ID,801.0000000,43.9391670,-113.6483307
5489,23241230,13132513,INL DIVERSION AT HEAD NEAR ARCO ID,0.0000000,43.5136108,-113.0838852
5490,24451447,13057155,SNAKE RIVER AB EAGLE ROCK NR IDAHO FALLS ID,9533.0000000,43.6047211,-112.0586090
5491,24558135,13069500,SNAKE RIVER NR BLACKFOOT ID,11310.0000000,43.1252785,-112.5188904
5492,24558141,13060000,SNAKE RIVER NR SHELLEY ID,9790.0000000,43.4130554,-112.1350021
5493,24558339,13062500,SNAKE RIVER AT BLACKFOOT ID,9950.0000000,43.1974983,-112.3691635
5494,24478889,13068500,BLACKFOOT RIVER NR BLACKFOOT ID,1295.0000000,43.1305542,-112.4766693
5495,24478945,13066000,BLACKFOOT RIVER NR SHELLEY ID,897.0000000,43.2627792,-112.0477753
5496,24558407,13075983,SPRING CREEK AT SHEEPSKIN RD NR FORT HALL ID,18.0000000,43.0424995,-112.5500031
5497,23223074,13112000,CAMAS CREEK AT CAMAS ID,384.0000000,44.0027771,-112.2211075
5498,23238292,13132565,BIG LOST RIVER AB BIG LOST RIVER SINKS NR HOWE ID,0.0000000,43.7233315,-112.8750000
5499,23238314,13132535,BIG LOST R AT LINCOLN BLVD BRIDGE NR ATOMIC CITY,0.0000000,43.5738907,-112.9433365
5500,23238318,13132520,BIG LOST RIVER BL INL DIV NEAR ARCO ID,0.0000000,43.5158348,-113.0819473
5501,24451499,13057000,SNAKE RIVER NR MENAN ID,0.0000000,43.7527771,-111.9791641
5502,24451635,13038500,SNAKE RIVER AT LORENZO ID,5810.0000000,43.7352791,-111.8780594
5503,23141419,13056500,HENRYS FORK NR REXBURG ID,2920.0000000,43.8258324,-111.9049988
5504,24452801,13058510,SAND CREEK NEAR UCON ID,0.0000000,43.5741653,-111.8949966
5505,24451737,13037500,SNAKE RIVER NR HEISE ID,5752.0000000,43.6124992,-111.6600037
5506,23141631,13050500,HENRYS FORK AT ST ANTHONY ID,1770.0000000,43.9669456,-111.6725006
5507,24469038,13055250,NF TETON RIVER NR SUGAR CITY ID,0.0000000,43.8875008,-111.7577744
5508,24469174,13055000,TETON RIVER NR ST ANTHONY ID,876.0000000,43.9272232,-111.6138916
5509,24471640,13055340,SF TETON RIVER NEAR REXBURG ID,1070.0000000,43.8349991,-111.7777786
5510,23148386,13058000,WILLOW CREEK NR RIRIE ID,627.0000000,43.5833321,-111.7461090
5511,23148424,13057940,WILLOW CREEK BL TEX CREEK NR RIRIE ID,568.0000000,43.4419441,-111.7283325
5512,23141743,13049500,FALLS RIVER NR CHESTER ID,503.0000000,44.0183334,-111.5666656
5513,23148732,13057500,GRAYS LAKE OUTLET NR HERMAN ID,137.0000000,43.1347237,-111.4950027
5514,23141919,13047600,FALLS RIVER NR ASHTON ID,337.0000000,44.0561104,-111.3586121
5515,24438932,13032500,SNAKE RIVER NR IRWIN ID,5225.0000000,43.3508339,-111.2188873
5516,24472100,13052200,TETON RIVER AB SOUTH LEIGH CREEK NR DRIGGS ID,337.0000000,43.7819443,-111.2091675
5517,23133833,13027500,SALT RIVER AB RESERVOIR NR ETNA WY,857.0000000,43.0797234,-111.0372238
5518,23141955,13046995,FALLS RIVER AB YELLOWSTONE CANAL NR SQUIRREL ID,323.0000000,44.0619431,-111.1519470
5519,23123131,13013650,"SNAKE RIVER AT MOOSE, WY",1677.0000000,43.6540565,-110.7154694
5520,23130852,13015000,GROS VENTRE RIVER AT ZENITH WY,683.0000000,43.5572205,-110.7627792
5521,24432173,13023000,GREYS RIVER AB RESERVOIR NR ALPINE WY,448.0000000,43.1430550,-110.9769440
5522,24432663,13018300,"CACHE CREEK NEAR JACKSON, WY",10.6000004,43.4521523,-110.7040939
5523,24432371,13022500,SNAKE RIVER AB RESERVOIR NR ALPINE WY,3465.0000000,43.1961098,-110.8894424
5524,24432645,13018750,SNAKE RIVER BL FLAT CREEK NR JACKSON WY,2627.0000000,43.3722229,-110.7386093
5525,24432657,13018350,"FLAT CREEK BELOW CACHE CREEK, NEAR JACKSON, WY",129.0000000,43.4583626,-110.7970276
5526,24433101,13016305,"GRANITE C AB GRANITE C SUPPLEMENTAL, NR MOOSE, WY",14.8999996,43.6031685,-110.8058319
5527,24433179,13016450,"FISH CREEK AT WILSON, WY",71.0999985,43.5007591,-110.8715973
5528,23123209,13011900,BUFFALO FORK AB LAVA CREEK NR MORAN WY,323.0000000,43.8380547,-110.4408340
5529,23123373,13011500,PACIFIC CREEK AT MORAN WY,169.0000000,43.8502769,-110.5177765
5530,23123437,13011000,SNAKE RIVER NR MORAN WY,807.0000000,43.8583336,-110.5858307
5531,23130884,13014500,"GROS VENTRE RIVER AT KELLY, WY",622.0000000,43.6208878,-110.6230545
5532,18345961,09188500,"GREEN RIVER AT WARREN BRIDGE, NEAR DANIEL, WY",468.0000000,43.0194168,-110.1186142
5533,12898110,06218500,"WIND RIVER NEAR DUBOIS, WY",232.0000000,43.5785637,-109.7598801
5534,18325008,09196500,"PINE CREEK ABOVE FREMONT LAKE, WY",75.8000031,43.0270538,-109.7735291
5535,12900872,06220800,"WIND RIVER ABOVE RED CREEK, NEAR DUBOIS, WY",1073.0000000,43.4416237,-109.4587555
5536,12899984,06221400,"DINWOODY CREEK ABOVE LAKES, NEAR BURRIS, WY",88.1999969,43.3461685,-109.4087753
5537,12900374,06225000,"BULL LAKE CREEK NEAR LENORE, WY",213.0000000,43.2424583,-109.0229034
5538,12900462,06224000,"BULL LAKE CREEK ABOVE BULL LAKE, WY",187.0000000,43.1766129,-109.2025528
5539,12901126,06225500,"WIND RIVER NEAR CROWHEART, WY",1891.0000000,43.2425003,-109.0105591
5540,12902084,06227600,"WIND RIVER NEAR KINNEAR, WY",2194.0000000,43.1427765,-108.7088852
